customer_id,vendor_id,like
QR3PFOM,83,1
4TZZ4JV,43,1
JYUIZ7R,105,1
RXR3NTQ,193,1
EG814OV,92,1
6J515OH,221,1
EIA3K80,159,1
2HIM0V8,92,1
OU4VXDN,134,1
YYK7Y7Z,105,1
TC8OO98,391,1
AMMJVO8,161,1
KNMXMFU,66,1
RNBMNHG,104,1
41T61FN,195,1
YYK7Y7Z,199,1
ZLTL4YA,294,1
KIEZHHQ,78,1
OJQMB89,90,1
KHQCE30,78,1
WH40703,106,1
703CAF1,180,1
3ZRZ5XS,113,1
OVXWFT1,78,1
NMNBY5W,243,1
6925DXX,75,1
ZDZPQN4,193,1
OF8HJYC,105,1
W54MJ10,113,1
CRHZ5AF,4,1
Z6Z5DOV,225,1
MHL4RP4,113,1
HU0AB2Y,106,1
N156V2L,193,1
30ENR12,78,1
A3LQ6CF,78,1
TBG1QIA,145,1
PK4B46H,83,1
WU5AD89,104,1
ERF9ED9,113,1
YEHWW31,161,1
RNBMNHG,20,1
K4VF7IY,90,1
HY6A77H,44,1
VIE8AEV,176,1
2WP6BPF,78,1
VEL60S1,75,1
5TRVAO4,195,1
GBHYRQ0,44,1
SASA40L,201,1
AINXLC4,294,1
1L3NU8Y,221,1
IZNQ8HQ,221,1
406G81Y,13,1
OVXWFT1,288,1
1LUAOFJ,243,1
K9VYYXJ,106,1
8MB8MAQ,78,1
5O4E3Z3,92,1
E7HX57M,195,1
P6XMPVX,83,1
R4WTEY6,221,1
OVXWFT1,189,1
JYQY993,161,1
E5C9M0J,289,1
AIVGQKB,243,1
MOTX9VL,203,1
8B2U8SQ,4,1
CDLNEMP,83,1
HU0AB2Y,78,1
1S0B1H3,76,1
TNBO0XB,113,1
ZE31MY5,201,1
FTX9T0S,148,1
OF5YOLD,113,1
K9VYYXJ,189,1
K9VYYXJ,78,1
OU4VXDN,92,1
4JJ90C9,294,1
AYZIJXT,104,1
OV2034N,203,1
O5HS6H7,115,1
8MB8MAQ,106,1
R4WTEY6,195,1
HU0AB2Y,66,1
ECT8K2K,85,1
1UBX0Q5,157,1
SHIJLYA,110,1
8YT1SGL,259,1
CCCSVEG,115,1
9ZTWAEM,195,1
UOURCZ1,78,1
P1578VM,221,1
K6KZ73B,83,1
1MUBTPL,92,1
9BWTODJ,231,1
CCCSVEG,106,1
L6KPAQX,90,1
NNX86TY,78,1
OMTH6UK,115,1
15GET7S,243,1
GREUALM,83,1
BJ84JL0,195,1
3PJ51PB,221,1
0NH5LCU,161,1
38RZFJP,78,1
2QBB6A9,78,1
2NS8HDP,83,1
6J6562M,85,1
GDD1JKI,106,1
YAMTPOY,106,1
X75X28I,85,1
OMTH6UK,20,1
EBVSCN0,85,1
EBVSCN0,193,1
OVXWFT1,195,1
65WHPJ5,78,1
3W0MR42,83,1
M67OY3G,78,1
8HHPQJH,180,1
N7XEDUK,106,1
T2XWPU1,110,1
I8U16RI,78,1
CCCSVEG,110,1
2WXFUMK,113,1
YC3K55G,4,1
09UOV4M,78,1
FFUXJWT,134,1
DY5TIB5,78,1
0BHOJIP,274,1
UHSRXRC,113,1
09UOV4M,28,1
QFV9WX0,161,1
9ZTWAEM,113,1
3V24VH9,85,1
86JPLHQ,83,1
Y4LHWHY,199,1
W5QHYVO,193,1
ZYQA3R4,105,1
ZWQPD99,43,1
E8JQ8OP,78,1
Q9HION2,196,1
RHXIOMD,104,1
NWMPL3U,157,1
ATKRCQW,20,1
Z8F5TZU,83,1
AGHYWLA,113,1
31IBLKE,78,1
KS6OPHF,195,1
AYPABCR,43,1
TT5W2CF,104,1
VST9J5B,231,1
KPTFDUU,113,1
Z02IVED,110,1
XKTSFRD,83,1
7VOOTBA,110,1
MQ2JYU1,192,1
8XSM0G0,250,1
CMJP6Z0,78,1
8DDDHSD,231,1
VE6IAW5,300,1
RCDP944,195,1
NZ4L7J4,85,1
7M61BS6,195,1
Y39V6UD,75,1
R08DHMR,196,1
ANAUZO1,81,1
AYPZ7WX,231,1
6ZPSTMV,4,1
BQYD60X,4,1
ZYE0R8G,195,1
XTYVSHJ,113,1
OBSMM57,113,1
ZVFPRG1,33,1
MS8CYOF,201,1
Y0MYAYD,207,1
AW7YVW3,159,1
SWD197Y,20,1
ZQNLMD5,78,1
TOVJ2FG,105,1
M2GM6HC,78,1
HGVB44D,356,1
WZ3Z1EB,391,1
ZEZ5WPO,201,1
WSDIG8I,92,1
MUN6WYW,148,1
8NOAH3D,197,1
RVISTKB,161,1
B12Z3SB,195,1
XW90EAP,13,1
63IWU7U,231,1
D8AGADY,134,1
ANBHYBJ,33,1
B0BZ2RL,83,1
AYZOO77,83,1
YG7XIWX,391,1
0ORMDCX,192,1
59XKYT7,83,1
1V1N1MU,28,1
VTHMCR3,274,1
DQVF6BI,83,1
8OPBQEV,13,1
7V53UPL,105,1
A4XOKBQ,192,1
UM8DI7N,243,1
TCHWPBT,113,1
P88664K,85,1
JHGVMSS,83,1
DJZT2H8,90,1
OWL2T3X,391,1
BO5JV25,148,1
TDP5K4L,4,1
8HLGRAW,161,1
EQZGWXD,193,1
06SG2EQ,300,1
9XDDOC9,20,1
2JJAO46,20,1
TL7Z2DM,75,1
ZOQI4ZZ,85,1
OADTTH6,110,1
318RTJF,176,1
UDVTU41,159,1
EHOBHX0,85,1
06SG2EQ,159,1
SN3DVA5,78,1
RVISTKB,113,1
0CHV11Z,113,1
SSFZ9O6,221,1
CI551MQ,193,1
HOI74TV,419,1
GV5NFVA,113,1
MID3DFF,115,1
LHLENQX,78,1
AFEFYK4,85,1
0PBDOTT,356,1
SVDG8PX,243,1
TOZFNDZ,391,1
Q4KLOSX,78,1
W4TMTEZ,106,1
K1WQQML,274,1
VE6IAW5,20,1
96RV9KI,265,1
TL7Z2DM,207,1
CQIFCER,157,1
K21OY05,265,1
JHGVMSS,90,1
LUZKBXD,203,1
RVEQBJO,193,1
G17ETV7,85,1
5MQBPLB,161,1
ATZP6WC,391,1
CQCPSGS,203,1
LJW7I8W,92,1
MHNHGTE,105,1
Y38VYBZ,145,1
9J0FLPJ,105,1
A7H9SKH,391,1
OLPQD6M,104,1
TI2FHS7,221,1
65O3PPU,113,1
VP87DN5,148,1
PVEP9F4,104,1
FSQXFCQ,83,1
8OSXJI8,78,1
ZGFSYCZ,28,1
LLG1NYP,83,1
AR3YG0Z,391,1
UI5IKWK,391,1
NETYQ1C,78,1
29VLD8K,110,1
HEPIA5N,250,1
JA2DK0V,304,1
ZDC8CEQ,154,1
L15NBKX,304,1
A1E4BWK,66,1
RVISTKB,196,1
9B4SZXQ,43,1
OO9OUKM,159,1
2I1UHXA,221,1
KQH8R8C,159,1
GJFFKQ3,113,1
Z3HVCR7,201,1
QVOKV3A,391,1
OSLHXWN,303,1
KPDZHDQ,391,1
A7L9U33,113,1
1O6VLA4,113,1
4QQABH8,78,1
YR1SM1S,85,1
RPRM9RD,33,1
HEYTT47,391,1
RWY1R8S,85,1
CIVPXLC,195,1
FHT4RCC,78,1
PYX53R1,192,1
7GOPKG8,145,1
3WB1JXR,92,1
9CNAS69,243,1
1MM34KG,110,1
KXGTTXE,274,1
PNS8I52,154,1
9S3ONUH,105,1
09UOV4M,110,1
YY6U5WO,85,1
SI3GJ8K,192,1
YJ1HCT9,85,1
AYZOO77,391,1
0BKG3DH,78,1
ZK8OG2R,4,1
TW0NKFK,243,1
NETYQ1C,391,1
0O2TTML,391,1
QTLKQHQ,78,1
DWNX82B,221,1
WLWU8CR,81,1
9BPLBVD,289,1
84QJKVV,78,1
DK2P6M5,33,1
HQ3TDEA,134,1
PARKIMK,193,1
YC88INA,78,1
E8ION1G,221,1
9S4RBIP,221,1
RKZ6JMZ,356,1
G3WMLLH,113,1
583D8S6,105,1
Z8F5TZU,145,1
PNESAII,391,1
1WUPJGN,221,1
MF4AP2A,85,1
K21OY05,66,1
QVVEOU0,105,1
XW90EAP,159,1
ZVKYBSB,161,1
Q4KLOSX,23,1
B0BZ2RL,105,1
IMAW7CR,78,1
8DFPL4M,78,1
XT96HSM,105,1
TCPUK5Y,391,1
2YXLN4W,304,1
PR3LNSK,78,1
BDJPIJP,105,1
ERFT1VH,148,1
KNACAMO,78,1
ZRTJJN7,221,1
IZNQ8HQ,75,1
JNBCRGW,193,1
M9K2XB5,75,1
XW90EAP,303,1
Y0MYAYD,4,1
Y3OGIXZ,303,1
5S90A8T,104,1
LLG1NYP,356,1
4XT1EKV,113,1
SFISC0H,157,1
XGU0T7S,391,1
QVVEOU0,391,1
HX76ORD,159,1
UINGJGR,391,1
TW0KYHT,66,1
0BKG3DH,134,1
ZE3CVKN,105,1
5A0E3L8,85,1
VP87DN5,154,1
IEW5W5J,83,1
V2CQXYN,83,1
5E926AT,304,1
44YXQ6J,419,1
1W5DV1G,193,1
NETYQ1C,195,1
S7VJUUO,419,1
YFB7638,391,1
IZNQ8HQ,20,1
7QPBIST,391,1
BRZE1UD,110,1
ZZ07CB3,192,1
G5108U3,113,1
TL7Z2DM,113,1
QG6KMBN,105,1
H12MGNH,259,1
J4VD9AT,113,1
OANPH3S,113,1
HEYTT47,105,1
J2RP6NN,78,1
HRVRR2P,391,1
CYUENA5,243,1
MUN6WYW,105,1
58RL8XQ,85,1
68EMP6C,203,1
Z5PKT3N,78,1
85V7M8I,104,1
5XQRWHD,113,1
Y9PE421,391,1
M3V1TPR,192,1
D8AGADY,110,1
VS80IO8,250,1
ZK8OG2R,113,1
V6JC4VF,193,1
1MQY0XU,105,1
HEYTT47,85,1
MGXIZUT,391,1
HDPY3I8,83,1
D040B0U,75,1
0ORMDCX,92,1
PE6749L,66,1
J3D5V9K,78,1
W1C0A7C,159,1
3M4M588,294,1
UM0GLAC,85,1
AUD81Y7,221,1
0PBDOTT,83,1
EQZGWXD,90,1
KOJFVUY,157,1
2N04MIR,4,1
UINGJGR,180,1
YRLRJZ2,391,1
11EHTC2,391,1
Q7CM3S4,85,1
SQ88M4K,33,1
6QHK8GD,113,1
9798OM8,78,1
DCL2J09,78,1
DK2P6M5,134,1
Z9HE0WS,113,1
P29BWW9,176,1
MHNHGTE,83,1
LKRPW32,83,1
STJ3UP3,106,1
9V8L9I7,243,1
0FR472Q,78,1
CXGSYWM,391,1
5U33O4D,92,1
8EZD2Y2,180,1
UST7PJH,356,1
3M4M588,105,1
S3ELMVA,55,1
85V7M8I,110,1
41RMTJ8,92,1
J73BQ1P,201,1
QKGC476,304,1
UQ1D9YH,83,1
K028KTW,106,1
KG48IEZ,157,1
2FB2CQV,134,1
P61IAEA,243,1
XW90EAP,92,1
NKF6HPX,188,1
81WUE0L,85,1
TI2FHS7,4,1
AQYACEX,196,1
1UGOTOQ,4,1
4ZPE75N,356,1
WH40703,75,1
U7LOKA4,43,1
3PC1YSR,85,1
WH40703,78,1
IXE4J4H,85,1
OU51JL5,391,1
AWARSD5,78,1
2VHP9CX,274,1
1CR4EQQ,391,1
5YIDJ28,159,1
ZECB8KR,85,1
CKLKVJ7,83,1
R2HEMKN,83,1
0R9LXVP,110,1
5DMBHA7,145,1
BNKRJ0E,154,1
44MVUZ7,196,1
RHXIOMD,157,1
BCSC9KB,243,1
NE6ZHRW,192,1
CS2JUM9,78,1
KDWERCJ,148,1
X1TCKNQ,391,1
RCK26P4,113,1
ECJCRXL,221,1
U7LOKA4,154,1
MKY228B,221,1
4CNTLPI,113,1
TBR3IGG,203,1
G58SMGJ,304,1
7ZU14WU,154,1
6O8BY21,356,1
M210KRM,43,1
Y2WORWT,20,1
860V4UT,83,1
7JJW07T,391,1
PC38VRZ,113,1
8LH1MWP,13,1
K270C6Q,176,1
SADNOG8,159,1
HSKCXYG,113,1
MFXJI42,243,1
4Q7OSJA,23,1
X1TCKNQ,83,1
Y4G21YD,85,1
L7PZ0FS,243,1
2VTXA4Y,28,1
3HNDPMY,243,1
2ZU616G,196,1
IQNDXZJ,189,1
Q0XGA32,243,1
8OGOLE8,104,1
21H2W2V,459,1
9AU5OBD,83,1
U747BCY,157,1
X9W8FDK,105,1
SMF55CA,90,1
X9W8FDK,191,1
BA6IS34,90,1
1AU2HRY,250,1
739EXYL,300,1
ZWQPD99,391,1
2VTXA4Y,113,1
Y08RS8D,83,1
K4VF7IY,157,1
FOCSVSS,231,1
JNVC68C,113,1
BPA7RBF,154,1
C5ZZBLT,113,1
4U28P8N,66,1
TM2TSX5,196,1
XHELP9N,192,1
11W9TWM,391,1
QKTPD96,85,1
NWE4MWU,203,1
QDX4LPC,23,1
TKGHJ4V,43,1
3S7PFOE,78,1
ANLCL4K,195,1
1UDI805,304,1
ECT8K2K,105,1
RX8HZGJ,78,1
JNVC68C,23,1
WPNO7FC,221,1
0ORMDCX,81,1
JNVC68C,304,1
ZRSKN4W,391,1
5TRVAO4,76,1
2AW3D9Q,105,1
T3IAQ8M,191,1
9WWTW1F,113,1
ZZ66LJK,104,1
1S0B1H3,298,1
YQBI3XC,157,1
QCYII2N,55,1
6Y859W3,86,1
FHEGJYO,84,1
6U9HJ1O,159,1
1UDI805,575,1
JNVC68C,299,1
S5R2JVC,104,1
KFUMC4I,79,1
MKCPX4E,44,1
FYMPMDQ,303,1
U7LOKA4,105,1
CNT25CX,145,1
O4LFR1G,157,1
4Q7OSJA,176,1
L9G24M2,106,1
WGW04WI,386,1
X1TCKNQ,145,1
6E0461J,573,1
E45Y3NB,33,1
KYNRCCJ,79,1
O4LFR1G,191,1
M4M3XZ5,23,1
YO57NEG,149,1
J1PGG81,86,1
UG7MPF3,401,1
K0BUXEM,157,1
DYTN1TF,154,1
0NB6RT7,84,1
1A60PVB,459,1
X25Q7CG,105,1
5D550XP,79,1
FIWOZA4,225,1
48468W7,386,1
OV2034N,573,1
X19MO8V,199,1
CANGTQ6,386,1
9GGIZCF,28,1
CXTWHL0,84,1
9OD0GIE,199,1
ATWCPHW,259,1
2FPW28Y,86,1
2OHZ1T8,86,1
YYPNRFJ,386,1
0EUY67F,157,1
5ZAHCEW,225,1
H8UD4NJ,113,1
LPZJNWL,157,1
IFP0IG1,84,1
T2K6VSN,86,1
JCETMRH,44,1
1FPV21D,386,1
M65FKAP,86,1
ZZ66LJK,106,1
MU1E06F,79,1
P88664K,84,1
2KDWIJF,197,1
1ALLK7O,386,1
2EEBLA5,113,1
6G767FI,113,1
UQ1D9YH,79,1
7HUS611,113,1
8PF99GI,105,1
TLUSUNC,299,1
FSEEV8G,33,1
5G24YBT,192,1
E9QLAHC,86,1
OERJ99H,113,1
46W8Z2P,459,1
N0TOFMH,79,1
6U1D3FI,398,1
170R0AB,79,1
739EXYL,43,1
3WSGBBJ,386,1
ERHDNJI,459,1
IRPSTIF,105,1
4R0RGFU,575,1
NSMGUEJ,86,1
H640WJU,105,1
YXGEAPC,299,1
NUSTDRB,192,1
XF35APQ,4,1
OVXWFT1,106,1
BQMRSTQ,86,1
TBVM8ND,55,1
0ORMDCX,82,1
WGW04WI,105,1
739EXYL,159,1
X9W8FDK,225,1
CKQNQ8Z,157,1
ZHVX0W7,237,1
HUNKAD7,79,1
7GYGZIS,300,1
FBKYXMK,160,1
P7ZN0GW,84,1
21H2W2V,23,1
R10OW1F,259,1
J42O2XT,105,1
MQ2JYU1,288,1
Y558GCB,304,1
5G24YBT,573,1
ZAVF6KV,110,1
GIJTNYL,237,1
U7E7CFW,33,1
ZR50MOS,192,1
37MZ3GQ,157,1
PWZWL0P,86,1
1KPT3Q2,79,1
JPKBMJG,86,1
8AODT7V,86,1
4LKX61S,105,1
JKHPSG6,79,1
PK742Z1,237,1
38JPQKQ,159,1
DIQ1RUF,295,1
KH4ZNIF,113,1
BITB49N,199,1
H1N9F68,573,1
4GLZS1I,459,1
IPTJ8XE,44,1
K8T2M2J,23,1
4R0RGFU,105,1
X1TCKNQ,237,1
OARI43L,79,1
CV0PJ6V,79,1
KRG9MQ2,79,1
RCDP944,191,1
QPRKUZD,113,1
MFYSFFJ,113,1
VWS3IO9,23,1
QVVEOU0,419,1
71Z4KNH,106,1
NHPFO7A,28,1
ES6ECNN,86,1
NOBVZCR,216,1
SBJAFJM,148,1
V4C4UUN,86,1
NO1G8GV,113,1
9JMRPNL,44,1
X4EU9W2,459,1
C91CAOJ,304,1
L9G24M2,79,1
X1TCKNQ,84,1
01RMLT7,105,1
UWGVGQJ,105,1
D1J7VPH,105,1
WFI7JS1,237,1
U98V8Z6,105,1
THOIG34,573,1
Q12HUA0,105,1
YZ1ZY49,105,1
1UDI805,225,1
4ZM4O78,191,1
OOS1QBW,189,1
HGVB44D,189,1
RG4M6D0,113,1
IX2MYC9,386,1
FJ8AF4X,310,1
MNXSPGK,188,1
Q7CM3S4,44,1
71Z4KNH,79,1
T4UUKP7,105,1
TJMXEIR,159,1
U0P6FSH,86,1
RNHMCM7,44,1
14F8T4J,294,1
E7SRN2L,197,1
OCPJ494,43,1
EK8MO9D,197,1
X3Y63L9,237,1
N9TJXBH,106,1
OF8VT8O,237,1
3XMJAPX,43,1
4U8SAFL,157,1
LI1EOYX,43,1
1DE1N5B,105,1
JJZN6VC,4,1
T4O6XZ1,43,1
FJ8AF4X,92,1
J64UCC5,303,1
EOFIMV1,113,1
QVVEOU0,180,1
MJWZ1XT,28,1
HIIEPIP,386,1
XOYR6NT,189,1
R937BC0,386,1
AVNXNSJ,90,1
Z6TG8HH,159,1
5FA7E7N,419,1
1EMNPG4,43,1
F8O7YJH,105,1
YYWX8G8,259,1
93UI5UL,237,1
BVBDB3M,105,1
1UDI805,386,1
5TRVAO4,176,1
1QK78LL,79,1
ASJ862B,28,1
3AFUBK7,106,1
PDJ89E2,113,1
IO38EIB,160,1
TJMXEIR,75,1
JHG0OZB,84,1
16XJ7B7,113,1
LFD7EU6,573,1
W06W9TO,299,1
M7JMPOF,33,1
4J1OO6T,197,1
BWBDMZG,299,1
Y173U4U,84,1
MXN60X0,159,1
L95B8CP,105,1
0F8YO3R,237,1
QT3DM48,225,1
2MZVD6K,299,1
YRLRJZ2,105,1
KRN4JB9,84,1
HO6GIO2,459,1
NKC9PLT,419,1
BAHNSCY,44,1
J0C220F,191,1
VDM6NSQ,86,1
FWNWSYH,295,1
5YRRXBX,419,1
COPZPCT,86,1
VASI5LQ,113,1
HXXEMA7,113,1
UVKHLLE,33,1
UNW3PEU,28,1
543AJ2U,79,1
4R0RGFU,386,1
SSFWG05,157,1
89OCSC5,113,1
8P53LJ0,197,1
9K9E18T,79,1
HHDDVX4,113,1
TQLT8JX,573,1
HLYAMT6,386,1
7XDUBIC,105,1
AYZIJXT,577,1
NEY0Q9B,106,1
18SSIX9,578,1
HD268XV,573,1
VN7NPY1,304,1
BL8XH1V,79,1
M836BCP,573,1
9AU5OBD,459,1
2ECPUC4,84,1
XUSOIIK,575,1
CI3FRLB,86,1
9V12A1K,578,1
MSYJ4RV,82,1
P929FR6,398,1
NDYLK9A,188,1
APVLAQ5,577,1
9NIAHRC,113,1
Q1IUY0W,67,1
72K2FSG,23,1
RBDDYQK,79,1
KFP7QSX,79,1
PNCD7G7,110,1
UKHN315,86,1
UTFCT0A,86,1
GO8UZ7F,79,1
661O1O0,44,1
GD2L6X1,79,1
CANGTQ6,92,1
1LUAOFJ,44,1
PTV7LK7,79,1
98HE3VN,157,1
I4TNJ9P,86,1
DJOB3JR,105,1
4IGC9BZ,86,1
UNR40DZ,115,1
3A25O70,573,1
PE9URTA,84,1
NGWMDI3,157,1
E21MJUB,79,1
XDNKH3J,79,1
KVHFSCT,386,1
LD9F31W,459,1
GFHZB3B,189,1
IUNZ8EA,386,1
LOK1DQA,199,1
BLDGNI4,79,1
11W9TWM,386,1
MS8OSRT,201,1
9WH9SNR,237,1
A2BC35U,225,1
CY6LJ7N,216,1
7FHP7T4,79,1
MAFVXHV,398,1
JYWVJMP,250,1
OYNCZ8K,82,1
J4X4OXH,33,1
4I5L9CP,113,1
FO9C72Y,113,1
Z0FM4DR,113,1
1UDI805,105,1
LPXH76G,577,1
VRVRCSZ,197,1
GJR204K,105,1
8STKACQ,188,1
1EV397O,33,1
JH6SQGO,84,1
5J03NWX,33,1
IG5X946,79,1
QWB3984,199,1
3IYY5WW,105,1
SIZ551Y,197,1
DDKVBEB,28,1
WH40703,76,1
SWD197Y,298,1
UWGVGQJ,86,1
UHVBNGM,298,1
SVDG8PX,225,1
TZI101Y,189,1
2MMIKEC,154,1
U0W7P2T,92,1
U7CKRS5,79,1
Q24J1K9,113,1
CB7UXXK,386,1
QF0M2N0,44,1
3KAD38N,84,1
NH43BF4,386,1
VJDJL6M,113,1
OL1EW1M,105,1
CE9Y5FM,105,1
IWS3BU3,33,1
2OD4AZH,199,1
WYYSA2Z,105,1
IZ83G5W,216,1
7V53UPL,86,1
9FJ081J,106,1
2FB2CQV,310,1
ZCRXM7E,289,1
LJ25ZXP,84,1
UH17Y3S,55,1
DIQ1RUF,75,1
V8LQURR,110,1
DDKVBEB,401,1
6ZATWUE,237,1
W4TMTEZ,578,1
DYHDZ7H,288,1
F9LEU5K,299,1
GMD4QIW,44,1
HFS9ITQ,105,1
X0JL51H,55,1
T37YKQQ,44,1
9L8UO3R,86,1
1A2OO2Z,13,1
Q7NW8D7,191,1
4YL3YET,84,1
IJDXHRT,4,1
20UVY7V,188,1
M8EF7OU,113,1
MJFHONB,113,1
4WT3BKK,113,1
CVI6VEH,149,1
REMZWYE,113,1
LFWPYU7,113,1
XAN7V29,113,1
NIDO802,419,1
55EBG74,79,1
QT8DVPT,113,1
TD64RNP,577,1
QIE4RPL,86,1
WP5L4LW,75,1
NIU5OOP,105,1
I4TNJ9P,105,1
PVJY26L,386,1
OIIHU28,459,1
XVAPBF9,105,1
CMUMV1B,154,1
WB8DVUA,199,1
M7DRH77,113,1
055MN2K,23,1
P7B3SB6,225,1
J05KG56,105,1
JYQY993,573,1
L7PZ0FS,459,1
17YPXA9,573,1
7C9SZNA,289,1
6MQKO3Q,84,1
8GCISRP,79,1
A6Z4NWI,79,1
25083H8,288,1
HTGRU64,459,1
M317EY3,33,1
64VKUBB,55,1
ZRGISMP,577,1
RKI0QWK,84,1
R2RJCHV,577,1
TUXMG0D,573,1
QIXFNFY,55,1
MLY7UJE,386,1
UCTZ8Z0,191,1
KBNUNOL,573,1
EZI6OXI,573,1
NZSYFTS,573,1
1N7FQIP,44,1
PO53F9X,28,1
A4VJ6U9,295,1
4L9VPGX,216,1
E9AZV5V,20,1
1XBRTHF,192,1
DNWTL3O,203,1
BVEM83I,113,1
L9G24M2,28,1
UVTXXH8,106,1
FC1NTPO,105,1
ULA3YGP,110,1
WLA2B5I,459,1
319X9Z7,157,1
2VTXA4Y,79,1
H01PFZD,189,1
96U4HCA,113,1
NXM0O9A,84,1
OEPKGUR,113,1
H21IN5K,86,1
NTB0TT1,79,1
ISJ0ZBL,79,1
DPHAV5G,86,1
YHOLA7U,79,1
T9S0SP6,84,1
SCB2QV8,216,1
1IAQHOJ,44,1
T7NMIJG,28,1
7O5OWVX,86,1
T9ULVPT,105,1
B0BZ2RL,84,1
Q9PHFWM,84,1
Z8F5TZU,84,1
IBGEFKJ,583,1
Z8YUIYS,386,1
PUFWMDV,189,1
QYAERYG,419,1
AKU6YFZ,28,1
VE5RU0T,105,1
IDXMLON,419,1
M2T4D74,105,1
DUVWQXP,105,1
YIITSKW,28,1
JZ9QC6V,84,1
Y3WVULO,583,1
AYUYPA0,201,1
TOO4XEL,84,1
MZJQQQL,23,1
HBEQ9DU,459,1
E74OOUT,386,1
JV914FB,106,1
VWRYONQ,386,1
1ASZ1NX,55,1
X3KEP6W,105,1
HGEXWEH,459,1
ZBL3XNS,191,1
1C23WYY,573,1
9CEVJRI,79,1
4BMDUXL,176,1
1I5CCLF,191,1
LSSWT4C,67,1
FGGA6FH,391,1
WT73FX4,386,1
21H2W2V,105,1
A6ODTGM,216,1
W91QIPY,79,1
3PJ51PB,216,1
TMPN8IU,79,1
UI9G3AR,113,1
JBHOP7H,75,1
9X9TDRM,419,1
H7HY12G,86,1
N7H5OZ9,43,1
0JKXS9E,79,1
H61ZK4U,113,1
V0CUY6N,82,1
9TIZZKW,110,1
CWGAXER,105,1
A1GNCHL,250,1
DJGS22I,105,1
J685VXA,386,1
UDVTU41,578,1
2RJDTKW,106,1
NNZH053,84,1
PCN86VI,79,1
7013NXD,67,1
J2HEYBR,105,1
CXKGIVL,199,1
MHNHGTE,44,1
CZ2OMIL,28,1
U9CBQKW,84,1
H0B3NT7,176,1
6CZCAST,79,1
Y558GCB,386,1
AW27U3D,573,1
UIOEQ5R,79,1
9PP5IU3,459,1
3S2W5R4,459,1
ABEDHBN,84,1
2WGF9T2,577,1
NGOPBF8,259,1
S3VHMSQ,79,1
SRE8FML,79,1
0ZV68V0,79,1
V9XTOHT,459,1
OQ2A9PR,104,1
N0FDK1L,79,1
6EFJRRA,104,1
2UVWA1I,44,1
CYGR2A5,573,1
1GH1M4T,28,1
WMT1RUT,225,1
J0NOO8X,82,1
HX76ORD,295,1
35BJMOC,295,1
TL7Z2DM,76,1
WCRWRAN,67,1
F6TCIZL,188,1
32J9L26,110,1
U31BNUR,401,1
ANBHYBJ,288,1
NXSZHTX,75,1
835HGQG,288,1
61I2FWW,113,1
395X0Q4,113,1
11HAMJC,398,1
OSH9BZ1,113,1
511TAJS,20,1
AL9L7RM,106,1
EOR8ZF0,113,1
0LFS2HM,113,1
S7VJUUO,259,1
XMPYY3P,298,1
KMP3EIT,113,1
EL3WZ6Q,197,1
8YXGH16,113,1
F17PUWE,298,1
H2L6NRG,134,1
5TLJ7IX,113,1
M902C0Y,188,1
